,time,id,x,y,z,velocity,angle of motion,facing angle
15947115,1351073972.455,19192000,-7082,-1660,1393.5610000000001,713.425,0.015,-0.005
15947122,1351073972.495,19192000,-7054,-1647,1363.816,681.3739999999999,0.086,0.035
15947129,1351073972.538,19192000,-7023,-1638,1366.243,669.6519999999999,-0.003,0.01
15947136,1351073972.578,19192000,-6992,-1618,1318.606,657.291,0.026000000000000002,-0.001
15947143,1351073972.6169999,19192000,-6970,-1617,1309.485,636.259,-0.057,-0.065
15947150,1351073972.659,19192000,-6942,-1607,1273.276,632.8290000000001,0.001,-0.059000000000000004
15947157,1351073972.697,19192000,-6916,-1593,1274.943,615.039,-0.062,-0.071
15947164,1351073972.737,19192000,-6881,-1580,1248.188,601.196,-0.039,-0.055999999999999994
15947171,1351073972.778,19192000,-6859,-1574,1237.656,628.026,-0.107,-0.11699999999999999
15947178,1351073972.818,19192000,-6827,-1551,1221.066,623.876,-0.057999999999999996,-0.109
15947185,1351073972.859,19192000,-6804,-1534,1217.39,657.1030000000001,0.003,-0.09300000000000001
15947192,1351073972.897,19192000,-6786,-1524,1216.471,735.7869999999999,-0.07200000000000001,-0.122
15947199,1351073972.936,19192000,-6753,-1525,1203.626,772.0039999999999,-0.013999999999999999,-0.079
15947206,1351073972.977,19192000,-6719,-1521,1196.4089999999999,791.562,-0.021,-0.054000000000000006
15947213,1351073973.015,19192000,-6658,-1517,1329.83,889.204,-0.012,-0.037000000000000005
15947220,1351073973.054,19192000,-6609,-1516,1391.059,928.956,-0.032,-0.09300000000000001
15947227,1351073973.093,19192000,-6541,-1520,1401.057,992.5210000000001,-0.015,-0.078
15947234,1351073973.135,19192000,-6482,-1528,1404.23,1030.3319999999999,-0.081,-0.055999999999999994
15947241,1351073973.175,19192000,-6444,-1536,1429.2060000000001,983.813,-0.083,-0.07200000000000001
15947248,1351073973.215,19192000,-6407,-1537,1432.4360000000001,1001.387,-0.023,-0.076
15947255,1351073973.253,19192000,-6366,-1534,1369.9189999999999,1035.915,-0.05,-0.095
15947262,1351073973.297,19192000,-6327,-1516,1350.307,1111.635,-0.055999999999999994,-0.094
15947269,1351073973.338,19192000,-6279,-1501,1332.483,1107.504,-0.049,-0.098
15947276,1351073973.378,19192000,-6228,-1486,1326.256,1157.9089999999999,-0.013000000000000001,-0.09
15947283,1351073973.418,19192000,-6185,-1477,1308.015,1110.901,-0.021,-0.11900000000000001
15947290,1351073973.46,19192000,-6157,-1475,1297.305,1092.135,-0.047,-0.10800000000000001
15947297,1351073973.4980001,19192000,-6130,-1442,1267.108,1075.684,-0.054000000000000006,-0.062
15947304,1351073973.538,19192000,-6117,-1421,1259.194,1014.982,-0.024,-0.005
15947311,1351073973.578,19192000,-6101,-1388,1251.351,985.3589999999999,-0.004,0.033
15947318,1351073973.6160002,19192000,-6083,-1359,1249.741,976.1260000000001,0.021,0.061
15947325,1351073973.6560001,19192000,-6070,-1341,1231.343,974.9910000000001,0.044000000000000004,0.07200000000000001
15947332,1351073973.698,19192000,-6038,-1327,1229.3110000000001,965.845,0.015,0.086
15947339,1351073973.738,19192000,-6007,-1334,1197.94,911.357,0.044000000000000004,0.085
15947346,1351073973.777,19192000,-5975,-1335,1195.307,871.698,0.031,0.087
15947353,1351073973.818,19192000,-5933,-1332,1168.857,814.2769999999999,0.10800000000000001,0.131
15947360,1351073973.856,19192000,-5902,-1332,1165.843,874.199,0.171,0.14
15947367,1351073973.894,19192000,-5866,-1316,1138.661,875.5989999999999,0.20600000000000002,0.17300000000000001
15947374,1351073973.937,19192000,-5831,-1288,1133.469,921.887,0.267,0.20199999999999999
15947382,1351073973.976,19192000,-5790,-1254,1101.0819999999999,878.449,0.386,0.243
15947390,1351073974.016,19192000,-5754,-1212,1096.279,873.2339999999999,0.41200000000000003,0.304
15947398,1351073974.064,19192000,-5731,-1183,1081.625,797.85,0.44,0.34299999999999997
15947406,1351073974.105,19192000,-5705,-1170,1073.49,809.295,0.507,0.40700000000000003
15947414,1351073974.144,19192000,-5679,-1143,1056.979,788.171,0.532,0.46299999999999997
15947422,1351073974.187,19192000,-5650,-1124,1048.164,764.824,0.509,0.486
15947430,1351073974.227,19192000,-5628,-1103,1047.76,733.5880000000001,0.496,0.46299999999999997
15947438,1351073974.267,19192000,-5600,-1086,1047.76,761.2810000000001,0.541,0.45399999999999996
15947446,1351073974.305,19192000,-5555,-1106,993.665,824.1569999999999,0.381,0.381
15947454,1351073974.345,19192000,-5484,-1131,956.965,941.794,0.24,0.257
15947462,1351073974.387,19192000,-5418,-1096,936.283,948.0930000000001,0.28800000000000003,0.303
15947470,1351073974.43,19192000,-5375,-1067,931.008,927.003,0.257,0.32
15947478,1351073974.468,19192000,-5347,-1058,929.299,963.681,0.29600000000000004,0.344
15947486,1351073974.5089998,19192000,-5313,-1035,909.8739999999999,932.6030000000001,0.373,0.36
15947494,1351073974.552,19192000,-5270,-1023,909.5310000000001,940.5889999999999,0.36700000000000005,0.396
15947502,1351073974.596,19192000,-5231,-1009,909.5310000000001,905.346,0.37200000000000005,0.369
15947510,1351073974.641,19192000,-5199,-992,909.5310000000001,890.0880000000001,0.40700000000000003,0.332
15947518,1351073974.685,19192000,-5166,-978,909.5310000000001,895.757,0.331,0.306
15947526,1351073974.727,19192000,-5134,-970,909.5310000000001,855.03,0.385,0.342
15947534,1351073974.767,19192000,-5107,-960,909.5310000000001,861.992,0.35100000000000003,0.35700000000000004
15947542,1351073974.809,19192000,-5081,-945,909.5310000000001,841.518,0.38799999999999996,0.336
15947550,1351073974.85,19192000,-4808,-1148,912.324,954.6610000000001,0.129,0.486
15947558,1351073974.89,19192000,-4770,-1153,912.2560000000001,966.6360000000001,0.034,0.49200000000000005
15947840,1351073976.605,19192000,-3161,-67,1444.066,968.15,0.389,0.0
15947847,1351073976.645,19192000,-3161,-66,1440.9720000000002,954.6560000000001,0.373,0.922
15947854,1351073976.687,19192000,-3133,-41,1436.3129999999999,906.373,0.43700000000000006,0.42100000000000004
15947861,1351073976.73,19192000,-3087,-19,1431.582,934.959,0.43700000000000006,0.361
15947868,1351073976.7680001,19192000,-3060,3,1429.6470000000002,911.054,0.474,0.35600000000000004
15947875,1351073976.809,19192000,-3023,25,1427.875,943.319,0.45899999999999996,0.336
15947882,1351073976.848,19192000,-2984,49,1426.26,1011.9760000000001,0.446,0.337
15947889,1351073976.889,19192000,-2938,68,1435.08,1094.026,0.41200000000000003,0.373
15947896,1351073976.928,19192000,-2904,83,1436.664,1165.96,0.37200000000000005,0.348
15947903,1351073976.968,19192000,-2857,114,1436.391,1284.428,0.342,0.325
15947910,1351073977.0080001,19192000,-2817,128,1436.075,1257.772,0.331,0.3
15947917,1351073977.05,19192000,-2768,156,1446.31,1252.214,0.33399999999999996,0.295
15947924,1351073977.086,19192000,-2735,184,1445.759,1288.741,0.32299999999999995,0.33399999999999996
15947931,1351073977.125,19192000,-2714,191,1445.356,1230.245,0.32299999999999995,0.321
15947938,1351073977.169,19192000,-2678,205,1445.389,1107.164,0.307,0.285
15947945,1351073977.211,19192000,-2654,218,1443.4189999999999,963.3760000000001,0.313,0.336
15947952,1351073977.2519999,19192000,-2628,230,1441.33,895.544,0.306,0.35100000000000003
15947959,1351073977.292,19192000,-2608,246,1439.9589999999998,882.971,0.33299999999999996,0.35
15947966,1351073977.333,19192000,-2580,269,1438.651,847.68,0.371,0.355
15947973,1351073977.371,19192000,-2553,275,1439.644,861.898,0.32899999999999996,0.349
15947980,1351073977.411,19192000,-2529,283,1439.756,836.159,0.284,0.35700000000000004
15947987,1351073977.453,19192000,-2500,284,1439.119,857.235,0.245,0.34
15947994,1351073977.495,19192000,-2457,294,1442.8220000000001,897.6339999999999,0.24,0.32
15948001,1351073977.534,19192000,-2407,315,1443.668,931.067,0.312,0.344
15948008,1351073977.575,19192000,-2375,357,1448.5220000000002,891.543,0.433,0.38799999999999996
15948015,1351073977.6160002,19192000,-2339,391,1448.015,960.1510000000001,0.445,0.433
15948022,1351073977.658,19192000,-2290,438,1447.404,1049.496,0.502,0.542
15948029,1351073977.703,19192000,-2236,487,1447.247,1079.338,0.603,0.599
15948036,1351073977.747,19192000,-2190,527,1445.479,1042.01,0.575,0.588
15948043,1351073977.793,19192000,-2146,558,1443.861,1047.869,0.579,0.589
15948050,1351073977.836,19192000,-2120,589,1441.4579999999999,1040.941,0.604,0.611
15948057,1351073977.881,19192000,-2085,620,1440.705,1035.138,0.627,0.617
15948064,1351073977.931,19192000,-2048,668,1455.882,1075.8,0.638,0.585
15948071,1351073977.9789999,19192000,-2003,709,1458.6589999999999,1079.079,0.7240000000000001,0.619
15948078,1351073978.022,19192000,-1963,750,1452.108,1060.442,0.71,0.595
15948085,1351073978.068,19192000,-1911,778,1448.489,1092.496,0.62,0.5870000000000001
15948092,1351073978.112,19192000,-1867,789,1455.932,1011.38,0.5660000000000001,0.5489999999999999
15948099,1351073978.153,19192000,-1837,806,1450.06,968.763,0.611,0.5429999999999999
15948106,1351073978.196,19192000,-1828,800,1451.869,880.191,0.514,0.522
15948113,1351073978.237,19192000,-1799,798,1447.825,856.082,0.517,0.498
15948120,1351073978.277,19192000,-1787,807,1447.86,844.822,0.586,0.512
15948127,1351073978.317,19192000,-1784,801,1450.283,793.172,0.511,0.484
15948134,1351073978.3539999,19192000,-1767,800,1457.776,723.434,0.507,0.516
15948141,1351073978.397,19192000,-1767,791,1461.2720000000002,749.796,0.47600000000000003,0.524
15948148,1351073978.437,19192000,-1741,796,1457.932,779.8839999999999,0.379,0.473
15948155,1351073978.477,19192000,-1718,796,1457.765,778.654,0.379,0.42700000000000005
15948162,1351073978.5180001,19192000,-1699,801,1457.996,741.8969999999999,0.361,0.41600000000000004
15948169,1351073978.557,19192000,-1686,796,1464.372,803.6,0.36700000000000005,0.364
15948176,1351073978.596,19192000,-1667,803,1466.26,857.405,0.306,0.348
15948183,1351073978.635,19192000,-1627,814,1473.184,916.052,0.322,0.306
15948190,1351073978.675,19192000,-1605,836,1465.1070000000002,899.2719999999999,0.342,0.316
15948197,1351073978.716,19192000,-1576,850,1455.9660000000001,907.294,0.451,0.361
15948204,1351073978.756,19192000,-1535,890,1463.7879999999998,931.2330000000001,0.499,0.401
15948211,1351073978.797,19192000,-1508,902,1467.635,873.445,0.466,0.38299999999999995
15948218,1351073978.837,19192000,-1458,941,1465.766,913.677,0.43,0.375
15948225,1351073978.8769999,19192000,-1420,961,1462.789,946.663,0.499,0.36
15948232,1351073978.915,19192000,-1370,981,1458.25,1021.0889999999999,0.48700000000000004,0.373
15948239,1351073978.955,19192000,-1246,1034,1453.043,1251.802,0.42700000000000005,0.33299999999999996
15948246,1351073978.995,19192000,-1197,1060,1452.614,1196.856,0.35700000000000004,0.335
15948253,1351073979.035,19192000,-1156,1092,1475.711,1183.782,0.354,0.365
15948260,1351073979.075,19192000,-1097,1114,1475.682,1209.875,0.33799999999999997,0.36200000000000004
15948267,1351073979.1139998,19192000,-1060,1125,1475.743,1174.157,0.348,0.337
15948274,1351073979.153,19192000,-979,1125,1478.496,1232.333,0.337,0.326
15948281,1351073979.192,19192000,-911,1125,1477.809,1275.9160000000002,0.321,0.32899999999999996
15948288,1351073979.231,19192000,-887,1141,1481.249,1228.285,0.326,0.375
15948295,1351073979.269,19192000,-881,1155,1484.297,1161.063,0.35700000000000004,0.42100000000000004
15948302,1351073979.311,19192000,-800,1166,1486.359,1236.3239999999998,0.364,0.35200000000000004
15948309,1351073979.35,19192000,-785,1175,1482.8870000000002,1185.51,0.348,0.325
15948316,1351073979.389,19192000,-713,1174,1475.4389999999999,1172.238,0.284,0.293
15948323,1351073979.432,19192000,-651,1189,1467.1129999999998,1170.558,0.32299999999999995,0.297
15948330,1351073979.471,19192000,-602,1215,1459.0520000000001,1180.369,0.379,0.298
15948337,1351073979.5110002,19192000,-608,1241,1461.155,1118.202,0.36,0.28600000000000003
15948344,1351073979.55,19192000,-584,1257,1466.3039999999999,1085.961,0.302,0.25
15948351,1351073979.589,19192000,-545,1276,1471.977,1047.7269999999999,0.318,0.225
15948358,1351073979.629,19192000,-530,1303,1475.4479999999999,1063.259,0.33399999999999996,0.264
15948365,1351073979.668,19192000,-435,1329,1466.16,1143.6,0.34700000000000003,0.354
15948372,1351073979.708,19192000,-403,1361,1459.246,1111.36,0.40399999999999997,0.433
15948379,1351073979.7480001,19192000,-351,1388,1452.3670000000002,1116.3980000000001,0.39399999999999996,0.479
15948386,1351073979.787,19192000,-312,1402,1451.349,1197.827,0.426,0.444
15948393,1351073979.827,19192000,-284,1413,1461.121,1182.72,0.43799999999999994,0.433
15948400,1351073979.868,19192000,-230,1437,1451.249,1184.69,0.41,0.374
15948407,1351073979.908,19192000,-202,1447,1446.03,1179.864,0.34,0.34299999999999997
15948414,1351073979.947,19192000,-150,1451,1436.6770000000001,1219.54,0.28300000000000003,0.342
15948421,1351073979.9889998,19192000,-107,1474,1438.1960000000001,1242.779,0.331,0.35200000000000004
15948428,1351073980.03,19192000,-69,1477,1433.2320000000002,1228.421,0.316,0.33799999999999997
15948435,1351073980.068,19192000,-30,1505,1449.9370000000001,1234.225,0.325,0.374
15948442,1351073980.109,19192000,-1,1530,1454.135,1171.652,0.344,0.35700000000000004
15948449,1351073980.147,19192000,27,1555,1457.079,1153.792,0.32799999999999996,0.332
15948456,1351073980.191,19192000,53,1550,1459.408,1128.012,0.271,0.294
15948463,1351073980.2289999,19192000,110,1564,1456.5520000000001,1164.228,0.242,0.282
15948470,1351073980.2680001,19192000,144,1575,1451.881,1147.664,0.21600000000000003,0.23399999999999999
15948477,1351073980.308,19192000,164,1575,1449.961,1111.055,0.215,0.166
15948484,1351073980.346,19192000,221,1576,1468.351,1129.165,0.16899999999999998,0.163
15948491,1351073980.387,19192000,249,1600,1472.589,1148.868,0.252,0.23
15948498,1351073980.426,19192000,310,1610,1465.309,1113.9360000000001,0.257,0.207
15948505,1351073980.464,19192000,360,1620,1462.8570000000002,1123.547,0.271,0.217
15948512,1351073980.5010002,19192000,398,1635,1461.0829999999999,1109.502,0.20800000000000002,0.19
15948519,1351073980.543,19192000,428,1629,1451.1760000000002,1023.7289999999999,0.129,0.147
15948526,1351073980.583,19192000,455,1627,1442.87,973.549,0.067,0.127
15948533,1351073980.621,19192000,482,1625,1482.14,975.37,0.087,0.11900000000000001
15948540,1351073980.661,19192000,490,1633,1472.277,920.436,0.048,0.066
15948547,1351073980.701,19192000,524,1639,1468.685,899.19,0.03,0.054000000000000006
15948554,1351073980.74,19192000,557,1641,1465.47,893.2310000000001,0.057,0.07
15948561,1351073980.78,19192000,587,1646,1463.1229999999998,866.49,0.022000000000000002,0.08199999999999999
15948568,1351073980.818,19192000,630,1650,1469.457,881.8910000000001,0.057,0.09
15948575,1351073980.855,19192000,673,1647,1471.902,860.784,0.069,0.015
15948582,1351073980.895,19192000,715,1652,1466.6689999999999,913.9739999999999,0.023,0.06
15948589,1351073980.938,19192000,770,1674,1462.582,968.158,0.134,0.12300000000000001
15948596,1351073980.977,19192000,803,1682,1459.624,983.424,0.132,0.131
15948603,1351073981.017,19192000,864,1693,1453.43,989.5260000000001,0.188,0.151
15948610,1351073981.058,19192000,885,1705,1455.119,936.53,0.187,0.195
15948617,1351073981.1,19192000,906,1728,1454.125,919.6619999999999,0.231,0.20800000000000002
15948624,1351073981.14,19192000,951,1741,1449.486,900.2330000000001,0.226,0.166
15948631,1351073981.18,19192000,977,1757,1444.3829999999998,818.915,0.20600000000000002,0.147
15948638,1351073981.2189999,19192000,1026,1784,1450.255,844.6560000000001,0.21100000000000002,0.20800000000000002
15948645,1351073981.2580001,19192000,1057,1806,1455.2579999999998,829.4810000000001,0.257,0.23399999999999999
15948652,1351073981.298,19192000,1090,1819,1456.9520000000002,837.01,0.267,0.253
15948659,1351073981.338,19192000,1126,1831,1456.501,888.586,0.256,0.225
15948666,1351073981.3769999,19192000,1177,1841,1458.773,941.382,0.222,0.175
15948673,1351073981.417,19192000,1198,1883,1473.263,856.265,0.249,0.188
15948680,1351073981.457,19192000,1212,1918,1475.36,825.1360000000001,0.312,0.231
15948687,1351073981.497,19192000,1243,1970,1472.338,871.482,0.392,0.342
15948694,1351073981.536,19192000,1286,1994,1468.372,892.2230000000001,0.37200000000000005,0.314
15948701,1351073981.577,19192000,1320,2021,1465.371,893.0980000000001,0.376,0.375
15948708,1351073981.6160002,19192000,1353,2026,1465.44,830.72,0.38799999999999996,0.40299999999999997
15948715,1351073981.661,19192000,1376,2033,1475.6889999999999,828.0930000000001,0.431,0.41200000000000003
15948722,1351073981.702,19192000,1418,2039,1468.0739999999998,927.6389999999999,0.349,0.365
15948729,1351073981.744,19192000,1472,2049,1463.348,962.872,0.359,0.349
15948736,1351073981.785,19192000,1511,2069,1450.3670000000002,958.7810000000001,0.337,0.348
15948743,1351073981.824,19192000,1541,2075,1444.385,909.6560000000001,0.358,0.355
15948750,1351073981.8639998,19192000,1592,2074,1453.5179999999998,880.429,0.309,0.29
15948757,1351073981.903,19192000,1621,2075,1451.608,836.793,0.29600000000000004,0.287
15948764,1351073981.942,19192000,1644,2064,1454.394,731.53,0.369,0.27399999999999997
15948771,1351073981.981,19192000,1663,2067,1468.2520000000002,735.576,0.344,0.272
15948778,1351073982.022,19192000,1695,2069,1477.414,760.204,0.308,0.255
15948785,1351073982.062,19192000,1715,2070,1469.645,744.559,0.282,0.242
15948792,1351073982.1,19192000,1746,2072,1466.4379999999999,752.84,0.308,0.261
15948799,1351073982.142,19192000,1778,2088,1468.1789999999999,741.4,0.271,0.25
15948806,1351073982.184,19192000,1817,2082,1470.727,713.456,0.23800000000000002,0.23199999999999998
15948813,1351073982.223,19192000,1845,2078,1467.164,748.248,0.17300000000000001,0.188
15948820,1351073982.266,19192000,1884,2074,1468.8370000000002,754.197,0.139,0.156
15948827,1351073982.306,19192000,1930,2071,1475.195,822.306,0.079,0.14300000000000002
15948834,1351073982.346,19192000,1980,2071,1478.7679999999998,916.304,0.057999999999999996,0.09300000000000001
15948841,1351073982.388,19192000,2043,2058,1475.861,978.5110000000001,0.087,0.057999999999999996
15948848,1351073982.432,19192000,2101,2042,1507.8120000000001,1030.734,0.08900000000000001,0.033
15948855,1351073982.472,19192000,2159,2035,1521.858,1034.2269999999999,0.025,-0.033
15948862,1351073982.51,19192000,2201,2045,1522.0620000000001,1038.147,0.017,-0.013999999999999999
15948869,1351073982.551,19192000,2226,2047,1511.525,1008.212,-0.019,-0.066
15948876,1351073982.593,19192000,2264,2041,1513.934,1081.884,-0.063,-0.096
15948883,1351073982.632,19192000,2303,2054,1508.8010000000002,1175.673,-0.07,-0.107
15948890,1351073982.674,19192000,2315,2081,1502.325,1121.93,-0.11699999999999999,-0.11599999999999999
15948897,1351073982.715,19192000,2362,2075,1498.725,1137.998,-0.135,-0.174
15948904,1351073982.754,19192000,2389,2073,1495.264,1125.506,-0.15,-0.17300000000000001
15948911,1351073982.795,19192000,2426,2048,1490.941,1117.149,-0.179,-0.235
15948918,1351073982.8339999,19192000,2449,2040,1492.645,1135.493,-0.22899999999999998,-0.29100000000000004
15948925,1351073982.871,19192000,2482,2041,1487.358,1156.4560000000001,-0.29100000000000004,-0.302
15948932,1351073982.912,19192000,2523,2018,1487.249,1134.577,-0.309,-0.33399999999999996
15948939,1351073982.953,19192000,2561,2006,1489.8039999999999,1168.73,-0.312,-0.354
15948946,1351073982.9919999,19192000,2610,1996,1480.017,1172.854,-0.355,-0.38299999999999995
15948953,1351073983.032,19192000,2658,1989,1495.0720000000001,1165.511,-0.358,-0.377
15948960,1351073983.072,19192000,2697,1995,1469.168,1172.38,-0.308,-0.353
15948967,1351073983.111,19192000,2752,1977,1477.747,1173.402,-0.33799999999999997,-0.40399999999999997
15948974,1351073983.1560001,19192000,2808,1978,1474.771,1156.632,-0.306,-0.363
15948981,1351073983.196,19192000,2852,1966,1492.0320000000002,1202.367,-0.337,-0.322
15948988,1351073983.234,19192000,2878,1951,1482.516,1135.874,-0.313,-0.32799999999999996
15948995,1351073983.274,19192000,2913,1943,1509.934,1084.403,-0.335,-0.34299999999999997
15949002,1351073983.314,19192000,2947,1936,1526.507,1038.987,-0.382,-0.335
15949009,1351073983.3539999,19192000,2960,1944,1512.9920000000002,1020.602,-0.35,-0.337
15949016,1351073983.394,19192000,2992,1944,1524.9779999999998,950.487,-0.259,-0.32
15949023,1351073983.434,19192000,3026,1934,1518.483,951.7410000000001,-0.248,-0.32
15949030,1351073983.474,19192000,3055,1943,1510.8110000000001,950.3689999999999,-0.141,-0.26899999999999996
15949037,1351073983.515,19192000,3079,1935,1502.106,902.073,-0.22699999999999998,-0.281
15949044,1351073983.557,19192000,3111,1931,1510.086,889.313,-0.221,-0.27399999999999997
15949051,1351073983.597,19192000,3133,1923,1504.844,857.507,-0.271,-0.319
15949058,1351073983.64,19192000,3146,1931,1491.104,860.18,-0.276,-0.313
15949065,1351073983.681,19192000,3161,1950,1505.217,843.9989999999999,-0.228,-0.308
15949072,1351073983.722,19192000,3166,1936,1490.22,814.1360000000001,-0.358,-0.3
15949079,1351073983.762,19192000,3196,1932,1489.024,818.762,-0.344,-0.31
15949086,1351073983.803,19192000,3227,1932,1475.808,823.9010000000001,-0.335,-0.308
15949093,1351073983.8439999,19192000,3242,1944,1465.3370000000002,822.155,-0.312,-0.33
15949100,1351073983.887,19192000,3266,1930,1457.731,868.574,-0.36700000000000005,-0.371
15949107,1351073983.93,19192000,3291,1927,1449.8139999999999,895.615,-0.33899999999999997,-0.387
15949114,1351073983.97,19192000,3325,1907,1460.1960000000001,903.612,-0.379,-0.373
15949121,1351073984.0110002,19192000,3359,1884,1463.486,888.592,-0.45899999999999996,-0.41100000000000003
15949128,1351073984.051,19192000,3387,1869,1458.473,891.8960000000001,-0.502,-0.47100000000000003
15949135,1351073984.089,19192000,3432,1843,1467.0829999999999,929.2289999999999,-0.55,-0.455
15949142,1351073984.13,19192000,3468,1810,1470.911,967.602,-0.588,-0.494
15949149,1351073984.17,19192000,3501,1799,1458.991,985.898,-0.563,-0.541
15949156,1351073984.2089999,19192000,3541,1777,1471.58,981.372,-0.593,-0.5579999999999999
15949163,1351073984.25,19192000,3571,1763,1475.9879999999998,903.36,-0.58,-0.585
15949170,1351073984.2910001,19192000,3599,1733,1468.3139999999999,864.755,-0.644,-0.62
15949177,1351073984.33,19192000,3622,1701,1460.68,901.8560000000001,-0.6779999999999999,-0.647
15949184,1351073984.368,19192000,3662,1688,1466.0320000000002,916.825,-0.621,-0.625
15949191,1351073984.409,19192000,3695,1653,1461.269,903.477,-0.621,-0.637
15949198,1351073984.448,19192000,3713,1646,1459.675,876.0369999999999,-0.635,-0.664
15949205,1351073984.49,19192000,3743,1627,1492.682,788.6339999999999,-0.6729999999999999,-0.69
15949212,1351073984.53,19192000,3760,1592,1480.471,752.087,-0.672,-0.693
15949219,1351073984.568,19192000,3799,1570,1469.382,666.1239999999999,-0.607,-0.705
15949226,1351073984.606,19192000,3841,1535,1469.5929999999998,771.562,-0.574,-0.723
15949233,1351073984.644,19192000,3872,1519,1468.6629999999998,811.3839999999999,-0.542,-0.7040000000000001
15949240,1351073984.687,19192000,3915,1511,1464.984,875.855,-0.573,-0.6829999999999999
15949247,1351073984.728,19192000,3956,1495,1461.828,942.677,-0.547,-0.634
15949254,1351073984.7680001,19192000,4024,1476,1492.019,973.811,-0.445,-0.523
15949261,1351073984.808,19192000,4075,1445,1491.1529999999998,1006.76,-0.49700000000000005,-0.498
15949268,1351073984.848,19192000,4124,1412,1491.0770000000002,1045.063,-0.525,-0.47600000000000003
15949275,1351073984.89,19192000,4181,1437,1481.224,978.112,-0.469,-0.452
15949282,1351073984.928,19192000,4208,1450,1467.1129999999998,962.949,-0.384,-0.434
15949289,1351073984.968,19192000,4229,1447,1462.858,926.67,-0.387,-0.43200000000000005
15949296,1351073985.012,19192000,4249,1437,1460.265,889.155,-0.40399999999999997,-0.447
15949303,1351073985.051,19192000,4282,1411,1458.915,906.706,-0.466,-0.452
15949310,1351073985.092,19192000,4332,1387,1456.075,969.212,-0.452,-0.45
15949317,1351073985.132,19192000,4362,1378,1451.995,985.8430000000001,-0.48,-0.45
15949324,1351073985.169,19192000,4409,1363,1450.655,1038.514,-0.40299999999999997,-0.436
15949331,1351073985.208,19192000,4446,1341,1448.315,1043.021,-0.39,-0.396
15949338,1351073985.25,19192000,4483,1329,1445.995,1067.769,-0.406,-0.433
15949345,1351073985.289,19192000,4511,1317,1444.7279999999998,1002.725,-0.43700000000000006,-0.45299999999999996
15949352,1351073985.329,19192000,4547,1295,1454.119,974.0310000000001,-0.455,-0.45
15949359,1351073985.369,19192000,4583,1277,1452.5620000000001,963.6189999999999,-0.49700000000000005,-0.5
15949366,1351073985.409,19192000,4608,1257,1450.201,939.191,-0.589,-0.57
15949373,1351073985.45,19192000,4636,1240,1443.2079999999999,1002.8939999999999,-0.62,-0.581
15949380,1351073985.49,19192000,4667,1212,1441.796,1031.486,-0.674,-0.634
15949387,1351073985.53,19192000,4695,1189,1456.009,1113.35,-0.6509999999999999,-0.627
15949394,1351073985.569,19192000,4725,1161,1455.305,1120.817,-0.635,-0.621
15949401,1351073985.61,19192000,4770,1125,1486.6879999999999,1182.31,-0.675,-0.614
15949408,1351073985.653,19192000,4799,1077,1481.2320000000002,1221.131,-0.7170000000000001,-0.637
15949415,1351073985.691,19192000,4832,1033,1479.559,1211.759,-0.6940000000000001,-0.642
15949422,1351073985.73,19192000,4862,1016,1477.192,1221.368,-0.644,-0.623
15949429,1351073985.77,19192000,4899,1011,1467.037,1176.017,-0.626,-0.595
15949436,1351073985.809,19192000,4938,976,1460.8129999999999,1201.529,-0.6729999999999999,-0.624
15949443,1351073985.849,19192000,4966,937,1454.4260000000002,1129.989,-0.6829999999999999,-0.675
15949450,1351073985.889,19192000,4995,903,1452.866,1089.513,-0.684,-0.679
15949457,1351073985.926,19192000,5007,871,1451.601,1030.775,-0.7170000000000001,-0.7070000000000001
15949464,1351073985.966,19192000,5030,858,1448.674,961.068,-0.6890000000000001,-0.723
15949471,1351073986.006,19192000,5045,849,1445.872,937.709,-0.7070000000000001,-0.685
15949478,1351073986.046,19192000,5094,832,1443.845,1011.623,-0.608,-0.669
15949485,1351073986.086,19192000,5133,805,1457.4520000000002,1031.594,-0.601,-0.653
15949492,1351073986.125,19192000,5174,796,1494.987,1023.2510000000001,-0.5660000000000001,-0.599
15949499,1351073986.165,19192000,5220,758,1508.649,996.8589999999999,-0.599,-0.61
15949506,1351073986.206,19192000,5262,736,1506.126,968.2410000000001,-0.593,-0.618
15949513,1351073986.245,19192000,5304,713,1503.0410000000002,1063.629,-0.575,-0.617
15949520,1351073986.285,19192000,5346,684,1499.8310000000001,1142.049,-0.5710000000000001,-0.624
15949527,1351073986.325,19192000,5386,650,1495.6229999999998,1193.616,-0.6,-0.645
15949534,1351073986.363,19192000,5438,622,1486.495,1145.103,-0.591,-0.6709999999999999
15949541,1351073986.401,19192000,5474,613,1478.289,1098.443,-0.66,-0.708
15949548,1351073986.44,19192000,5501,585,1473.467,1015.1160000000001,-0.7,-0.737
15949555,1351073986.48,19192000,5519,547,1507.749,939.7810000000001,-0.809,-0.7959999999999999
15949562,1351073986.5180001,19192000,5533,513,1500.902,911.867,-0.907,-0.843
15949569,1351073986.557,19192000,5551,480,1495.964,943.586,-0.9420000000000001,-0.9129999999999999
15949576,1351073986.599,19192000,5580,451,1491.249,1022.1569999999999,-0.92,-0.9
15949583,1351073986.637,19192000,5595,409,1486.9170000000001,1023.323,-0.885,-0.91
15949590,1351073986.676,19192000,5620,384,1482.23,970.9760000000001,-0.892,-0.9209999999999999
15949597,1351073986.718,19192000,5636,362,1477.4289999999999,958.36,-0.91,-0.914
